target,file,file_name,rows,archives,instruments,bjd_min,bjd_max,rv_min,rv_max,has_activity,relative_file
HD 20794,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_20794_RV.csv,HD_20794_RV.csv,9021,DACE_PUBLIC,DACE,2444629.518,2460029.49038716,-119551.677021213,99552.527061808,False,data/HD_20794_RV.csv
HD 219134,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_219134_RV.csv,HD_219134_RV.csv,3992,DACE_PUBLIC,DACE,2448906.7182,2458879.70327,-18442.6119392684,323.120005989484,False,data/HD_219134_RV.csv
55 Cnc,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/55_Cnc_RV.csv,55_Cnc_RV.csv,3918,DACE_PUBLIC,DACE,2447578.73,2459239.81402877,-159.35,28931.4028017868,False,data/55_Cnc_RV.csv
HD 160691,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_160691_RV.csv,HD_160691_RV.csv,3322,DACE_PUBLIC,DACE,2447672.946,2457257.67794192,-56900.0,51500.0,False,data/HD_160691_RV.csv
61 Vir,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/61_Vir_RV.csv,61_Vir_RV.csv,3216,DACE_PUBLIC,DACE,2444655.009,2459433.45206215,-8460.0,125.6,False,data/61_Vir_RV.csv
HD 192310,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_192310_RV.csv,HD_192310_RV.csv,2843,DACE_PUBLIC,DACE,2447376.81,2460134.58815534,-55060.0,10.6,False,data/HD_192310_RV.csv
HD 1461,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_1461_RV.csv,HD_1461_RV.csv,2453,DACE_PUBLIC,DACE,2444465.606,2459444.74279542,-10380.0,21.32,False,data/HD_1461_RV.csv
HR 810,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HR_810_RV.csv,HR_810_RV.csv,2348,DACE_PUBLIC,DACE,2446290.942,2459807.91439542,-82.4,17380.0,False,data/HR_810_RV.csv
HD 69830,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_69830_RV.csv,HD_69830_RV.csv,2287,DACE_PUBLIC,DACE,2445711.54,2460033.48394905,-14.96,46351.464995121394,False,data/HD_69830_RV.csv
51 Peg,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/51_Peg_RV.csv,51_Peg_RV.csv,2205,DACE_PUBLIC,DACE,2449610.5268,2458852.68557,-33376.5,132.82,False,data/51_Peg_RV.csv
HD 7924,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_7924_RV.csv,HD_7924_RV.csv,2197,DACE_PUBLIC,DACE,2452187.97,2458795.0161,-22689.1,16.14,False,data/HD_7924_RV.csv
HD 19994,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_19994_RV.csv,HD_19994_RV.csv,2103,DACE_PUBLIC,DACE,2445610.593,2459944.58947202,-107.23,20240.0,False,data/HD_19994_RV.csv
HD 141004,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_141004_RV.csv,HD_141004_RV.csv,2017,DACE_PUBLIC,DACE,2447047.6885,2458887.97392,-66431.7204229736,34.34,False,data/HD_141004_RV.csv
HD 190360,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_190360_RV.csv,HD_190360_RV.csv,1968,DACE_PUBLIC,DACE,2449611.4278,2458955.89265,-45377.0,52.05,False,data/HD_190360_RV.csv
HD 40307,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_40307_RV.csv,HD_40307_RV.csv,1804,DACE_PUBLIC,DACE,2447219.596,2458582.5450901,30640.0,31384.322458370298,False,data/HD_40307_RV.csv
HD 217107,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_217107_RV.csv,HD_217107_RV.csv,1746,DACE_PUBLIC,DACE,2447039.517,2458852.68622,-14240.0,3961.0,False,data/HD_217107_RV.csv
47 UMa,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/47_UMa_RV.csv,47_UMa_RV.csv,1645,DACE_PUBLIC,DACE,2446959.737,2458916.89469,-72.44,11292.2,False,data/47_UMa_RV.csv
HD 38529,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_38529_RV.csv,HD_38529_RV.csv,1603,DACE_PUBLIC,DACE,2450418.959,2458887.74955,-234.5,30568.9,False,data/HD_38529_RV.csv
HD 42618,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_42618_RV.csv,HD_42618_RV.csv,1519,DACE_PUBLIC,DACE,2450366.12865,2458907.85848,-67697.8044586418,20.47,False,data/HD_42618_RV.csv
HD 46375,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_46375_RV.csv,HD_46375_RV.csv,1465,DACE_PUBLIC,DACE,2451070.13667,2459944.74878847,-1116.23823044611,40.81,False,data/HD_46375_RV.csv
HD 3651,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_3651_RV.csv,HD_3651_RV.csv,1442,DACE_PUBLIC,DACE,2447047.854,2458880.70048,-32863.1,29.5,False,data/HD_3651_RV.csv
16 Cyg B,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/16_Cyg_B_RV.csv,16_Cyg_B_RV.csv,1390,DACE_PUBLIC,DACE,2446957.926,2458917.16912,-53.4,83.23,False,data/16_Cyg_B_RV.csv
HD 39091,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_39091_RV.csv,HD_39091_RV.csv,1326,DACE_PUBLIC,DACE,2447219.584,2459225.60456082,-203.6,13600.5940012996,False,data/HD_39091_RV.csv
GJ 581,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_581_RV.csv,GJ_581_RV.csv,1309,DACE_PUBLIC,DACE,2451409.76222,2459748.68620063,-9231.9,19.34,False,data/GJ_581_RV.csv
HD 156668,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_156668_RV.csv,HD_156668_RV.csv,1300,DACE_PUBLIC,DACE,2452832.92339,2458969.9061,-44558.0,11.85,False,data/HD_156668_RV.csv
GJ 411,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_411_RV.csv,GJ_411_RV.csv,1250,DACE_PUBLIC,DACE,2446958.709,2458955.80978,-84664.1,999002.2,False,data/GJ_411_RV.csv
HD 97658,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_97658_RV.csv,HD_97658_RV.csv,1240,DACE_PUBLIC,DACE,2450463.01844,2458795.13981,-1547.81580626089,13.37,False,data/HD_97658_RV.csv
GJ 876,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_876_RV.csv,GJ_876_RV.csv,1232,DACE_PUBLIC,DACE,2447430.792,2458717.78225333,-1655.34181365062,384.32,False,data/GJ_876_RV.csv
14 Her,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/14_Her_RV.csv,14_Her_RV.csv,1227,DACE_PUBLIC,DACE,2449464.5956,2458906.16484,-13927.7,190.71,False,data/14_Her_RV.csv
HD 83443,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_83443_RV.csv,HD_83443_RV.csv,1168,DACE_PUBLIC,DACE,2444621.787,2458492.03605,-80.32,29570.0,False,data/HD_83443_RV.csv
HD 164922,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_164922_RV.csv,HD_164922_RV.csv,1153,DACE_PUBLIC,DACE,2449530.5367,2458919.15661,-11100.0,20206.1,False,data/HD_164922_RV.csv
Barnard's star,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/Barnard_s_star_RV.csv,Barnard_s_star_RV.csv,1138,DACE_PUBLIC,DACE,2446957.8884,2460139.51281601,-110461.4,54.77,False,data/Barnard_s_star_RV.csv
GJ 436,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_436_RV.csv,GJ_436_RV.csv,1122,DACE_PUBLIC,DACE,2451552.077,2458930.6813399,-28.2,9825.60935962013,False,data/GJ_436_RV.csv
HD 136352,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_136352_RV.csv,HD_136352_RV.csv,1086,DACE_PUBLIC,DACE,2446290.528,2459340.84597396,-82879.9138718614,12.41,False,data/HD_136352_RV.csv
GJ 887,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_887_RV.csv,GJ_887_RV.csv,1072,DACE_PUBLIC,DACE,2450984.12509,2459581.53093427,-13.04,9002.91219494259,False,data/GJ_887_RV.csv
HD 154088,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_154088_RV.csv,HD_154088_RV.csv,1043,DACE_PUBLIC,DACE,2446995.645,2460076.64266283,-11.3,14160.3357430524,False,data/HD_154088_RV.csv
HD 209458,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_209458_RV.csv,HD_209458_RV.csv,1018,DACE_PUBLIC,DACE,2448870.46,2458739.00799,-15000.0,245.53,False,data/HD_209458_RV.csv
HD 216520,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_216520_RV.csv,HD_216520_RV.csv,1004,DACE_PUBLIC,DACE,2452188.92575,2458796.86058,-18654.1,999000.0,False,data/HD_216520_RV.csv
70 Vir,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/70_Vir_RV.csv,70_Vir_RV.csv,993,DACE_PUBLIC,DACE,2447195.0227,2458884.96869,-219.05,5482.5,False,data/70_Vir_RV.csv
GJ 15 A,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_15_A_RV.csv,GJ_15_A_RV.csv,954,DACE_PUBLIC,DACE,2447047.8422,2458774.92609,-31.56,11940.81,False,data/GJ_15_A_RV.csv
HD 82943,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_82943_RV.csv,HD_82943_RV.csv,916,DACE_PUBLIC,DACE,2445340.821,2458916.90899,-99.66,8650.0,False,data/HD_82943_RV.csv
HD 210277,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_210277_RV.csv,HD_210277_RV.csv,891,DACE_PUBLIC,DACE,2445529.61,2460218.68421809,-21360.0,45.87,False,data/HD_210277_RV.csv
HD 45184,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_45184_RV.csv,HD_45184_RV.csv,864,DACE_PUBLIC,DACE,2444645.606,2459497.82145952,-4030.0,13.35,False,data/HD_45184_RV.csv
HD 141399,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_141399_RV.csv,HD_141399_RV.csv,839,DACE_PUBLIC,DACE,2452833.85036,2458917.00218,-27042.7,82.92,False,data/HD_141399_RV.csv
HD 11964,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_11964_RV.csv,HD_11964_RV.csv,830,DACE_PUBLIC,DACE,2443798.563,2458800.79238,-9980.0,11200.0,False,data/HD_11964_RV.csv
HD 74156,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_74156_RV.csv,HD_74156_RV.csv,787,DACE_PUBLIC,DACE,2450823.557,2458916.91719,-320.32,4008.1,False,data/HD_74156_RV.csv
HD 86728,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_86728_RV.csv,HD_86728_RV.csv,779,DACE_PUBLIC,DACE,2446959.7146,2458966.86958,-36.09,33.97,False,data/HD_86728_RV.csv
HD 168443,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_168443_RV.csv,HD_168443_RV.csv,778,DACE_PUBLIC,DACE,2445859.554,2459461.65159878,-49774.9987533061,590.62,False,data/HD_168443_RV.csv
HD 187123,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_187123_RV.csv,HD_187123_RV.csv,766,DACE_PUBLIC,DACE,2450805.70168,2458913.16838,-17147.600000000002,93.3,False,data/HD_187123_RV.csv
HD 168009,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_168009_RV.csv,HD_168009_RV.csv,765,DACE_PUBLIC,DACE,2449464.634,2458690.91775,-64690.5,30.42,False,data/HD_168009_RV.csv
HD 3765,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_3765_RV.csv,HD_3765_RV.csv,762,DACE_PUBLIC,DACE,2443365.555,2458907.70964,-64850.0,13.02,False,data/HD_3765_RV.csv
HD 189733,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_189733_RV.csv,HD_189733_RV.csv,753,DACE_PUBLIC,DACE,2452832.88179,2459457.70099066,-2559.2000000000003,197.35,False,data/HD_189733_RV.csv
HD 12661,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_12661_RV.csv,HD_12661_RV.csv,721,DACE_PUBLIC,DACE,2450831.608,2458800.87816,-97.3,119.86,False,data/HD_12661_RV.csv
HD 189567,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_189567_RV.csv,HD_189567_RV.csv,710,DACE_PUBLIC,DACE,2447376.753,2460211.52226808,-11290.0,-10150.0,False,data/HD_189567_RV.csv
HIP 41378,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HIP_41378_RV.csv,HIP_41378_RV.csv,701,DACE_PUBLIC,DACE,2457402.66686,2460089.50607201,50501.563511544606,50702.8,False,data/HIP_41378_RV.csv
K2-3,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/K2-3_RV.csv,K2-3_RV.csv,692,DACE_PUBLIC,DACE,2457044.65076907,2460034.5392795,30387.2253241884,30452.7998808211,False,data/K2-3_RV.csv
HD 80606,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_80606_RV.csv,HD_80606_RV.csv,692,DACE_PUBLIC,DACE,2451293.846,2458884.89372,-444.83,4457.7,False,data/HD_80606_RV.csv
UID_0009884_RVC_001.tbl,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/UID_0009884_RVC_001.tbl_RV.csv,UID_0009884_RVC_001.tbl_RV.csv,678,NASA_RADIAL,UID_0009884_RVC_001,2452948.10923,2455247.987167,-66.2,68.6,False,data/UID_0009884_RVC_001.tbl_RV.csv
HD 154345,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_154345_RV.csv,HD_154345_RV.csv,660,DACE_PUBLIC,DACE,2449464.6235,2458917.03437,-46981.0,38.1,False,data/HD_154345_RV.csv
HD 195019,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_195019_RV.csv,HD_195019_RV.csv,647,DACE_PUBLIC,DACE,2451004.874,2458726.63513676,-91587.0363835826,395.19,False,data/HD_195019_RV.csv
GJ 9827,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_9827_RV.csv,GJ_9827_RV.csv,642,DACE_PUBLIC,DACE,2453295.66353638,2459866.70079158,-99993071.9657347,31951.0957595478,False,data/GJ_9827_RV.csv
HD 3167,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_3167_RV.csv,HD_3167_RV.csv,618,DACE_PUBLIC,DACE,2453358.56429383,2459886.68906902,19361.0613749605,999001.3,False,data/HD_3167_RV.csv
HD 183263,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_183263_RV.csv,HD_183263_RV.csv,617,DACE_PUBLIC,DACE,2452094.89174,2459444.5973237,-50507.3315030477,142.8,False,data/HD_183263_RV.csv
HD 32963,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_32963_RV.csv,HD_32963_RV.csv,610,DACE_PUBLIC,DACE,2443865.444,2458795.95362,-63690.0,191.16,False,data/HD_32963_RV.csv
HD 215152,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_215152_RV.csv,HD_215152_RV.csv,609,DACE_PUBLIC,DACE,2445866.606,2458695.96871,-14020.0,12.64,False,data/HD_215152_RV.csv
HD 4308,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_4308_RV.csv,HD_4308_RV.csv,606,DACE_PUBLIC,DACE,2446718.736,2459444.80030129,-79012.40201468409,149147.982732167,False,data/HD_4308_RV.csv
HD 92788,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_92788_RV.csv,HD_92788_RV.csv,579,DACE_PUBLIC,DACE,2446904.44,2459943.86569728,-6102.92378043605,16705.2619410895,False,data/HD_92788_RV.csv
GJ 414 A,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_414_A_RV.csv,GJ_414_A_RV.csv,575,DACE_PUBLIC,DACE,2448649.0067,2458955.81972,-16258.6,33.77,False,data/GJ_414_A_RV.csv
HD 134987,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_134987_RV.csv,HD_134987_RV.csv,562,DACE_PUBLIC,DACE,2447725.547,2458715.72876,-61.8,5110.0,False,data/HD_134987_RV.csv
HD 50499,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_50499_RV.csv,HD_50499_RV.csv,537,DACE_PUBLIC,DACE,2445638.879,2459290.63590088,-33.98,51268.6649212463,False,data/HD_50499_RV.csv
UID_0008102_RVC_003.tbl,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/UID_0008102_RVC_003.tbl_RV.csv,UID_0008102_RVC_003.tbl_RV.csv,535,NASA_RADIAL,UID_0008102_RVC_003,2449675.72989,2455846.81651,-17.4500007629,20.1100006104,False,data/UID_0008102_RVC_003.tbl_RV.csv
Gl 686,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/Gl_686_RV.csv,Gl_686_RV.csv,532,DACE_PUBLIC,DACE,2450604.94699,2458308.85137,-9542.7,9.95,False,data/Gl_686_RV.csv
HD 37124,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_37124_RV.csv,HD_37124_RV.csv,526,DACE_PUBLIC,DACE,2445978.665,2458794.93974,-23770.0,6396.9,False,data/HD_37124_RV.csv
HD 62509,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_62509_RV.csv,HD_62509_RV.csv,524,DACE_PUBLIC,DACE,2443519.532,2458793.85777262,-64.17,3750.0,False,data/HD_62509_RV.csv
HD 177830,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_177830_RV.csv,HD_177830_RV.csv,523,DACE_PUBLIC,DACE,2450275.97933,2458765.63913,-46.07,51.3,False,data/HD_177830_RV.csv
HD 114783,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_114783_RV.csv,HD_114783_RV.csv,520,DACE_PUBLIC,DACE,2448021.525,2459716.69462665,-12850.0,46.9,False,data/HD_114783_RV.csv
HD 285968,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_285968_RV.csv,HD_285968_RV.csv,517,DACE_PUBLIC,DACE,2450839.76,2458733.12759,-19.88,26421.7,False,data/HD_285968_RV.csv
HD 196885 A,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_196885_A_RV.csv,HD_196885_A_RV.csv,517,DACE_PUBLIC,DACE,2445150.629,2459724.86509005,-34510.0,258.45,False,data/HD_196885_A_RV.csv
HD 192263,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_192263_RV.csv,HD_192263_RV.csv,509,DACE_PUBLIC,DACE,2445859.588,2458727.65310768,-11290.0,58.72,False,data/HD_192263_RV.csv
HD 99492,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_99492_RV.csv,HD_99492_RV.csv,509,DACE_PUBLIC,DACE,2450462.11396,2458907.86635,-17.55,4318.81930824919,False,data/HD_99492_RV.csv
HD 169830,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_169830_RV.csv,HD_169830_RV.csv,509,DACE_PUBLIC,DACE,2444859.553,2458714.74517,-28429.2771386205,113603.301217182,False,data/HD_169830_RV.csv
GJ 273,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_273_RV.csv,GJ_273_RV.csv,507,DACE_PUBLIC,DACE,2448992.8248,2459271.62575821,-24.21,25607.0406019857,False,data/GJ_273_RV.csv
HD 52265,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_52265_RV.csv,HD_52265_RV.csv,501,DACE_PUBLIC,DACE,2444631.697,2459472.88984764,-64.17,53919.922882161205,False,data/HD_52265_RV.csv
HR 5183,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HR_5183_RV.csv,HR_5183_RV.csv,500,DACE_PUBLIC,DACE,2447662.433,2458966.89248,-31070.0,28.2,False,data/HR_5183_RV.csv
HD 180617,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_180617_RV.csv,HD_180617_RV.csv,499,DACE_PUBLIC,DACE,2447047.7183,2458391.73457,-41.47,36089.0656152624,False,data/HD_180617_RV.csv
HD 66141,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_66141_RV.csv,HD_66141_RV.csv,495,DACE_PUBLIC,DACE,2443447.681,2455581.13264,-146.5,71930.0,False,data/HD_66141_RV.csv
GJ 514,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_514_RV.csv,GJ_514_RV.csv,491,DACE_PUBLIC,DACE,2450546.01436,2459268.78280184,-8.89,999000.0,False,data/GJ_514_RV.csv
AU Mic,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/AU_Mic_RV.csv,AU_Mic_RV.csv,478,DACE_PUBLIC,DACE,2452986.51556887,2460152.86678668,-22455.9290919986,327.38,False,data/AU_Mic_RV.csv
GJ 849,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_849_RV.csv,GJ_849_RV.csv,477,DACE_PUBLIC,DACE,2450606.06781,2458728.62706326,-15111.3787109812,54.4,False,data/GJ_849_RV.csv
GJ 687,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_687_RV.csv,GJ_687_RV.csv,474,DACE_PUBLIC,DACE,2450603.96526,2458266.99867,-28736.9,16.78,False,data/GJ_687_RV.csv
HD 113996,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_113996_RV.csv,HD_113996_RV.csv,469,DACE_PUBLIC,DACE,2443242.483,2450861.7,-16970.0,-14490.0,False,data/HD_113996_RV.csv
HD 16417,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_16417_RV.csv,HD_16417_RV.csv,454,DACE_PUBLIC,DACE,2447047.917,2458018.8758859,-13.0,11357.7081934785,False,data/HD_16417_RV.csv
HD 128311,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_128311_RV.csv,HD_128311_RV.csv,453,DACE_PUBLIC,DACE,2450983.8269,2458651.82761,-177.2,146.75,False,data/HD_128311_RV.csv
HD 90156,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_90156_RV.csv,HD_90156_RV.csv,452,DACE_PUBLIC,DACE,2447604.71,2458881.08937,-10.4,27080.0,False,data/HD_90156_RV.csv
UID_0096901_RVC_004.tbl,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/UID_0096901_RVC_004.tbl_RV.csv,UID_0096901_RVC_004.tbl_RV.csv,447,NASA_RADIAL,UID_0096901_RVC_004,2451008.86449,2453927.90889,-766.5,442.8,False,data/UID_0096901_RVC_004.tbl_RV.csv
HD 96700,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_96700_RV.csv,HD_96700_RV.csv,444,DACE_PUBLIC,DACE,2447605.744,2458602.48424935,-10.93,13070.0,False,data/HD_96700_RV.csv
HD 34445,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_34445_RV.csv,HD_34445_RV.csv,431,DACE_PUBLIC,DACE,2450730.6628,2458794.93649,-78992.40000000001,26.69,False,data/HD_34445_RV.csv
HD 179079,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_179079_RV.csv,HD_179079_RV.csv,429,DACE_PUBLIC,DACE,2453197.99712,2457631.39636,-15.42,19521.5,False,data/HD_179079_RV.csv
HD 39194,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_39194_RV.csv,HD_39194_RV.csv,429,DACE_PUBLIC,DACE,2444629.722,2457994.91049538,12530.0,14690.0,False,data/HD_39194_RV.csv
HD 10647,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_10647_RV.csv,HD_10647_RV.csv,426,DACE_PUBLIC,DACE,2448259.542,2458865.53652531,-32.5,27890.0,False,data/HD_10647_RV.csv
HD 50554,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_50554_RV.csv,HD_50554_RV.csv,419,DACE_PUBLIC,DACE,2450769.6416,2462294.897,-3924.32,158.44,False,data/HD_50554_RV.csv
HD 80653,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_80653_RV.csv,HD_80653_RV.csv,418,DACE_PUBLIC,DACE,2458448.64705694,2459988.62906255,8244.96756529609,8478.050588988051,False,data/HD_80653_RV.csv
HD 156846,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_156846_RV.csv,HD_156846_RV.csv,418,DACE_PUBLIC,DACE,2445565.593,2456893.73333,-69210.0,580.37,False,data/HD_156846_RV.csv
HD 204313,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_204313_RV.csv,HD_204313_RV.csv,415,DACE_PUBLIC,DACE,2447728.78,2459444.63403289,-10350.0,88.5,False,data/HD_204313_RV.csv
HD 158259,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_158259_RV.csv,HD_158259_RV.csv,415,DACE_PUBLIC,DACE,2450533.6575,2457823.64558,13441.9,13566.4,False,data/HD_158259_RV.csv
HD 40979,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_40979_RV.csv,HD_40979_RV.csv,408,DACE_PUBLIC,DACE,2450831.77148,2458788.15842,-147.8,212.51,False,data/HD_40979_RV.csv
